source_id	title_a	title_b	lang_gloss	date_start	date_end	Bib	Gomilet	Bog	Agiogr	Pov	Litur	Epi	Letop	Hron	Docum
2246	АСВР III, АСЭИ III			14	16										+
2247	Б., Бояр.кн.			1556	1556										+
2248	АИ III			1613	1645										+
2249	АИ 12, ДАИ XII			1684	1699										+
2250	АИ 12, ДАИ XII			1684	1699										+
2251	АЮБ II			13	17										+
2252	АЮ, А.юр.			1425	1705										+
2253	Ворон.Петр.а., Вор.Петр.а.			1696	1722										+
2254	АЮБ II			13	17										+
2255	АРГ			1505	1526										+
2256	АРГ			1505	1526										+
2257	А.феод.землевл.I, АФЗХ			16	16										+
2258	Б., Бояр.кн.			1556	1556										+
2259	АЮБ III			15	17										+
2260	А.феод.землевл.I, АФЗХ			16	16										+
2261	АЮБ II			13	17										+
2262	АХУ I, А.Хол. и Уст.			1500	1699										+
2263	АМГ I			1571	1634										+
2264	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2265	АЮБ II			13	17										+
2266	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2267	АМГ I			1571	1634										+
2268	АМГ I			1571	1634										+
2269	АМГ III			1660	1664										+
2270	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2271	АИ III			1613	1645										+
2272	АМГ I			1571	1634										+
2273	А.феод.землевл.I, АФЗХ			16	16										+
2274	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2275	АМГ III			1660	1664										+
2276	АЮБ II			13	17										+
2277	Ворон.п.кн., Врн.П.			1615	1615										+
2278	А.закл., Закл.			1602	1643										+
2279	АМГ I			1571	1634										+
2280	АЮБ II			13	17										+
2281	АИ IV			1645	1676										+
2282	Влад.сб., Гр.1506,  К.З.Двор., Ал.П., Меж.вып., Мур.П., Отп.Сузд., Пам.дух.грам., Пам.Скоп., Пам.Суз., Прих.-р.Сузд., Подр.зап., Росп.Покр., Росп.Сузд., Чел.1631, Чел.кр., Допр.			1431	1729										+
2283	А.гражд.распр.I, А.гр.распр.Фед.-Чех., А.гр.распр.(Ф.-Ч.)			1432	1630										+
2284	АЮБ II			13	17										+
2285	АЮБ II			13	17										+
2286	АЮБ II			13	17										+
2287	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2288	Гр.Дв.II			1649	1748										+
2289	АИ V			1676	1700										+
2290	АИ 12, ДАИ XII			1684	1699										+
2291	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2292	Арз.а.			1578	1618										+
2293	АЮБ III			15	17										+
2294	АХУ III, А.Хол. и Уст.			1621	1680										+
2295	А.Увар.			15	17										+
2296	А.Уст.I, Акт.Уст., Уст.			1514	1697										+
2297	Гр.Дв.I, Грам.Двин.у.(СГКЭ I)			1649	1649										+
2298	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2299	АИ V			1676	1700										+
2300	А.тяг.I, Акты тяг., Дьяк.Акты тяг.			15	17										+
2301	Гр.Арханг.еп., Мат.Арханг.еп., Пчнг.ч.			1636	1751										+
2302	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2303	АСВР III, АСЭИ III			14	16										+
2304	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2305	АХУ III, А.Хол. и Уст.			1621	1680										+
2306	АИ III			1613	1645										+
2307	А.гражд.распр.II, А.гр.распр.Фед.-Чех., А.гр.распр.(Ф.-Ч.)			1630	1699										+
2308	АМГ I			1571	1634										+
2309	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2310	АИ I			1334	1598										+
2311	АСВР III, АСЭИ III			14	16										+
2312	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2313	А.подмоск., Пмск.			17	17										+
2314	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2315	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2316	А.Юш.			1257	1613										+
2317	АМГ I			1571	1634										+
2318	АИ IV			1645	1676										+
2319	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2320	АЮБ III			15	17										+
2321	АХУ III, А.Хол. и Уст.			1621	1680										+
2322	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2323	А.Моск.печ.дв., Моск.печ.дв.			1649	1649										+
2324	АМГ I			1571	1634										+
2325	АХУ I, А.Хол. и Уст.			1500	1699										+
2326	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2327	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2328	Гр.Крут.еп.			1662	1713										+
2329	А.гражд.распр.I, А.гр.распр.Фед.-Чех., А.гр.распр.(Ф.-Ч.)			1432	1630										+
2330	А.Солов.м.			15	16										+
2331	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2332	Ворон.а.			1599	1705										+
2333	АСВР III, АСЭИ III			14	16										+
2334	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2335	А.черд.			1606	1718										+
2336	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2337	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2338	А.гражд.распр.I, А.гр.распр.Фед.-Чех., А.гр.распр.(Ф.-Ч.)			1432	1630										+
2339	А.подмоск., Пмск.			17	17										+
2340	АМГ II			1635	1659										+
2341	АСВР I, АСЭИ I			14	16										+
2342	АЮБ I			13	17										+
2343	А.феод.землевл.I, АФЗХ			16	16										+
2344	АЮБ I			13	17										+
2345	АМГ I			1571	1634										+
2346	АИ IV			1645	1676										+
2347	Б., Бояр.кн.			1556	1556										+
2348	АИ IV			1645	1676										+
2349	АЮБ I			13	17										+
2350	А.Кадаш.сл., Акты Кадаш.сл., Пол.ман.			1613	1698										+
2351	АИ II			1598	1613										+
2352	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2353	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2354	АЮБ I			13	17										+
2355	АСВР III, АСЭИ III			14	16										+
2356	А.гражд.распр.I, А.гр.распр.Фед.-Чех., А.гр.распр.(Ф.-Ч.)			1432	1630										+
2357	Гр.Башк.			17	8										+
2358	АМГ I			1571	1634										+
2359	АМГ III			1660	1664										+
2360	Арх.мат.I			1482	1584										+
2361	АИ IV			1645	1676										+
2362	АЮБ II			13	17										+
2363	АЮБ II			13	17										+
2364	АЮ, А.юр.			1425	1705										+
2365	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2366	АИ IV			1645	1676										+
2367	АРГ			1505	1526										+
2368	АМГ III			1660	1664										+
2369	АЮ, А.юр.			1425	1705										+
2370	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2371	АИ V			1676	1700										+
2372	АМГ III			1660	1664										+
2373	АХУ III, А.Хол. и Уст.			1621	1680										+
2374	АИ I			1334	1598										+
2375	Вкл.Нижегор.			1641	1740										+
2376	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2377	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2378	АЮБ I			13	17										+
2379	А.гражд.распр.II, А.гр.распр.Фед.-Чех., А.гр.распр.(Ф.-Ч.)			1630	1699										+
2380	АЮБ II			13	17										+
2381	АИ I			1334	1598										+
2382	Вып.обыск.Ст.			1660	1660										+
2383	АИ 12, ДАИ XII			1684	1699										+
2384	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2385	Гр.Крут.еп.			1662	1713										+
2386	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2387	Ворон.а.			1599	1705										+
2388	АЮБ II			13	17										+
2389	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2390	АМГ III			1660	1664										+
2391	АЮБ II			13	17										+
2392	АИ 12, ДАИ XII			1684	1699										+
2393	АИ IV			1645	1676										+
2394	АЮБ II			13	17										+
2395	Воин.кн.			1610	1610										+
2396	АМГ II			1635	1659										+
2397	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2398	АСВР III, АСЭИ III			14	16										+
2399	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2400	Гр.Важ.			1451	1732										+
2401	АИ IV			1645	1676										+
2402	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2403	Гр.Крут.еп.			1662	1713										+
2404	Гр.Крут.еп.			1662	1713										+
2405	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2406	А.Ром.сл., Ром.			1587	1707										+
2407	АМГ II			1635	1659										+
2408	АХУ III, А.Хол. и Уст.			1621	1680										+
2409	АЮБ II			13	17										+
2410	АИ I			1334	1598										+
2411	АМГ II			1635	1659										+
2412	АЮБ I			13	17										+
2413	Гр.Крут.еп.			1662	1713										+
2414	АИ IV			1645	1676										+
2415	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2416	АМГ I			1571	1634										+
2417	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2418	А.подмоск., Пмск.			17	17										+
2419	АМГ III			1660	1664										+
2420	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2421	АИ 12, ДАИ XII			1684	1699										+
2422	Гр.Крут.еп.			1662	1713										+
2423	АХУ III, А.Хол. и Уст.			1621	1680										+
2424	АМГ III			1660	1664										+
2425	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2426	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2427	АСВР I, АСЭИ I			14	16										+
2428	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2429	АИ 12, ДАИ XII			1684	1699										+
2430	АМГ I			1571	1634										+
2431	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2432	АЮ, А.юр.			1425	1705										+
2433	АЮБ II			13	17										+
2434	Б., Бояр.кн.			1556	1556										+
2435	АИ II			1598	1613										+
2436	АЮБ III			15	17										+
2437	Город.оп.Опочки			1691	1691										+
2438	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2439	АИ 12, ДАИ XII			1684	1699										+
2440	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2441	Вкл.Серп., Серп.мон.			1577	1764										+
2442	А.Юш.			1257	1613										+
2443	АИ II			1598	1613										+
2444	АИ IV			1645	1676										+
2445	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2446	Арз.а.			1578	1618										+
2447	АЮ, А.юр.			1425	1705										+
2448	АИ III			1613	1645										+
2449	Вкл.Ипат.			21	17										+
2450	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2451	А.закл., Закл.			1602	1643										+
2452	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2453	Арз.в.			1622	1678										+
2454	АЮБ I			13	17										+
2455	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2456	АИ IV			1645	1676										+
2457	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2458	А.Юш.			1257	1613										+
2459	А.Моск., Смт.3			1610	1610										+
2460	АМГ I			1571	1634										+
2461	АМГ III			1660	1664										+
2462	Гр.Крут.еп.			1662	1713										+
2463	Белокур.I			1624	1712										+
2464	АЮ, А.юр.			1425	1705										+
2465	Гр.Важ.			1451	1732										+
2466	Гр.Кольск.			1556	1748										+
2467	Гр.Крут.еп.			1662	1713										+
2468	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2469	АХУ I, А.Хол. и Уст.			1500	1699										+
2470	АМГ III			1660	1664										+
2471	АИ IV			1645	1676										+
2472	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2473	АЮБ II			13	17										+
2474	АИ 12, ДАИ XII			1684	1699										+
2475	АХУ I, А.Хол. и Уст.			1500	1699										+
2476	АИ II			1598	1613										+
2477	АЮБ II			13	17										+
2478	АИ I			1334	1598										+
2479	Б., Бояр.кн.			1556	1556										+
2480	Гр.Важ.			1451	1732										+
2481	Ворон.п.кн., Врн.П.			1615	1615										+
2482	АИ II			1598	1613										+
2483	АИ 12, ДАИ XII			1684	1699										+
2484	АИ I			1334	1598										+
2485	АМГ I			1571	1634										+
2486	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2487	АИ I			1334	1598										+
2488	АМГ I			1571	1634										+
2489	АЮ, А.юр.			1425	1705										+
2490	Б., Бояр.кн.			1556	1556										+
2491	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2492	В.чел.Ник.Пустосв.			1658	1665										+
2493	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2494	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2495	АЮБ II			13	17										+
2496	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2497	АСВР III, АСЭИ III			14	16										+
2498	АСВР II, АСЭИ II			14	16										+
2499	АИ 12, ДАИ XII			1684	1699										+
2500	АСВР III, АСЭИ III			14	16										+
2501	АЮБ II			13	17										+
2502	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2503	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2504	АСВР III, АСЭИ III			14	16										+
2505	А.черд.			1606	1718										+
2506	АИ II			1598	1613										+
2507	Вкл.Нижегор.			1641	1740										+
2508	АЮ, А.юр.			1425	1705										+
2509	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2510	АСВР II, АСЭИ II			14	16										+
2511	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2512	АЮБ III			15	17										+
2513	А.сб.Лих., Лих.сб.ак.			15	15										+
2514	Арз.а.			1578	1618										+
2515	АЮБ II			13	17										+
2516	АХУ III, А.Хол. и Уст.			1621	1680										+
2517	АЮ, А.юр.			1425	1705										+
2518	Гр.Важ.			1451	1732										+
2519	Греч.д.			1509	1571										+
2520	АСВР III, АСЭИ III			14	16										+
2521	АИ IV			1645	1676										+
2522	АЮБ I			13	17										+
2523	Гр.Крут.еп.			1662	1713										+
2524	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2525	АСВР II, АСЭИ II			14	16										+
2526	Гр.Важ.			1451	1732										+
2527	Ворон.а.			1599	1705										+
2528	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2529	АИ V			1676	1700										+
2530	АЮ, А.юр.			1425	1705										+
2531	АСВР III, АСЭИ III			14	16										+
2532	АЮБ II			13	17										+
2533	А.Кадаш.сл., Акты Кадаш.сл., Пол.ман.			1613	1698										+
2534	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2535	АЮБ I			13	17										+
2536	АСВР III, АСЭИ III			14	16										+
2537	А.подмоск., Пмск.			17	17										+
2538	АСВР II, АСЭИ II			14	16										+
2539	АСВР I, АСЭИ I			14	16										+
2540	АЮБ II			13	17										+
2541	АЮБ II			13	17										+
2542	АИ IV			1645	1676										+
2543	АИ 12, ДАИ XII			1684	1699										+
2544	АИ V			1676	1700										+
2545	АИ IV			1645	1676										+
2546	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2547	АИ IV			1645	1676										+
2548	АСВР I, АСЭИ I			14	16										+
2549	АЮБ II			13	17										+
2550	АИ I			1334	1598										+
2551	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2552	АИ IV			1645	1676										+
2553	Вкл.Нижегор.			1641	1740										+
2554	АСВР II, АСЭИ II			14	16										+
2555	Гр.Важ.			1451	1732										+
2556	Гр.Важ.			1451	1732										+
2557	АИ I			1334	1598										+
2558	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2559	А.Юш.			1257	1613										+
2560	АХУ III, А.Хол. и Уст.			1621	1680										+
2561	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2562	АИ V			1676	1700										+
2563	Влад.сб., Гр.1506,  К.З.Двор., Ал.П., Меж.вып., Мур.П., Отп.Сузд., Пам.дух.грам., Пам.Скоп., Пам.Суз., Прих.-р.Сузд., Подр.зап., Росп.Покр., Росп.Сузд., Чел.1631, Чел.кр., Допр.			1431	1729										+
2564	АЮБ II			13	17										+
2565	А.Моск.печ.дв., Моск.печ.дв.			1649	1649										+
2566	АИ I			1334	1598										+
2567	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2568	АИ 12, ДАИ XII			1684	1699										+
2569	АХУ III, А.Хол. и Уст.			1621	1680										+
2570	А.кунгур., Кунг.акты			1668	1699										+
2571	АЮ, А.юр.			1425	1705										+
2572	А.Кадаш.сл., Акты Кадаш.сл., Пол.ман.			1613	1698										+
2573	АЮБ II			13	17										+
2574	Ворон.а.			1599	1705										+
2575	Б., Бояр.кн.			1556	1556										+
2576	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2577	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2578	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2579	АИ III			1613	1645										+
2580	АМГ III			1660	1664										+
2581	Влад.сб., Гр.1506,  К.З.Двор., Ал.П., Меж.вып., Мур.П., Отп.Сузд., Пам.дух.грам., Пам.Скоп., Пам.Суз., Прих.-р.Сузд., Подр.зап., Росп.Покр., Росп.Сузд., Чел.1631, Чел.кр., Допр.			1431	1729										+
2582	АЮБ II			13	17										+
2583	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2584	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2585	АХУ III, А.Хол. и Уст.			1621	1680										+
2586	Влад.сб., Гр.1506,  К.З.Двор., Ал.П., Меж.вып., Мур.П., Отп.Сузд., Пам.дух.грам., Пам.Скоп., Пам.Суз., Прих.-р.Сузд., Подр.зап., Росп.Покр., Росп.Сузд., Чел.1631, Чел.кр., Допр.			1431	1729										+
2587	АМГ II			1635	1659										+
2588	АХУ III, А.Хол. и Уст.			1621	1680										+
2589	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2590	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2591	АХУ III, А.Хол. и Уст.			1621	1680										+
2592	А.подмоск., Пмск.			17	17										+
2593	АЮБ I			13	17										+
2594	Ант.Вкл., Вкл.Ант.			1576	1694										+
2595	АЮБ I			13	17										+
2596	АЮБ II			13	17										+
2597	АЮБ I			13	17										+
2598	АЮБ II			13	17										+
2599	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2600	АЮБ III			15	17										+
2601	АЮБ III			15	17										+
2602	АЮБ II			13	17										+
2603	АСВР I, АСЭИ I			14	16										+
2604	АЮБ II			13	17										+
2605	АИ I			1334	1598										+
2606	АЮБ III			15	17										+
2607	Арз.а.			1578	1618										+
2608	А.гражд.распр.II, А.гр.распр.Фед.-Чех., А.гр.распр.(Ф.-Ч.)			1630	1699										+
2609	Арз.а.			1578	1618										+
2610	Ворон.а.			1599	1705										+
2611	АМГ I			1571	1634										+
2612	АИ I			1334	1598										+
2613	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2614	АХУ III, А.Хол. и Уст.			1621	1680										+
2615	АЮБ II			13	17										+
2616	АМГ I			1571	1634										+
2617	АЮБ II			13	17										+
2618	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2619	Арз.в.			1622	1678										+
2620	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2621	АИ IV			1645	1676										+
2622	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2623	АМГ I			1571	1634										+
2624	АСВР III, АСЭИ III			14	16										+
2625	А.Кадаш.сл., Акты Кадаш.сл., Пол.ман.			1613	1698										+
2626	А.Солов.м.			15	16										+
2627	Вкл.Нижегор.			1641	1740										+
2628	АИ IV			1645	1676										+
2629	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2630	АЮБ III			15	17										+
2631	АЮБ I			13	17										+
2632	АИ II			1598	1613										+
2633	А.Моск., Смт.3			1610	1610										+
2634	АЮБ III			15	17										+
2635	АИ 12, ДАИ XII			1684	1699										+
2636	А.закл., Закл.			1602	1643										+
2637	Белокур.I			1624	1712										+
2638	АЮБ I			13	17										+
2639	АИ IV			1645	1676										+
2640	Ворон.а.			1599	1705										+
2641	АЮБ I			13	17										+
2642	А.Юш.			1257	1613										+
2643	Ворон.а.			1599	1705										+
2644	АХУ I, А.Хол. и Уст.			1500	1699										+
2645	АЮ, А.юр.			1425	1705										+
2646	Арх.Курак.I, А.К. Арх.К.			1676	1727										+
2647	Белокур.I			1624	1712										+
2648	АИ IV			1645	1676										+
2649	АЮБ II			13	17										+
2650	АИ 12, ДАИ XII			1684	1699										+
2651	АМГ I			1571	1634										+
2652	АИ 12, ДАИ XII			1684	1699										+
2653	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2654	АЮБ III			15	17										+
2655	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2656	А.Кадаш.сл., Акты Кадаш.сл., Пол.ман.			1613	1698										+
2657	А.подмоск., Пмск.			17	17										+
2658	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2659	Арх.Стр.II			1598	1645										+
2660	АХУ III, А.Хол. и Уст.			1621	1680										+
2661	А.Уст.II, Акт.Уст., Уст.Вкл., Уст.Разд.			1510	1746										+
2662	Белокур.I			1624	1712										+
2663	АХУ III, А.Хол. и Уст.			1621	1680										+
2664	АИ I			1334	1598										+
2665	АЮБ II			13	17										+
2666	А.Уст.II, Акт.Уст., Уст.Вкл., Уст.Разд.			1510	1746										+
2667	АЮБ III			15	17										+
2668	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2669	АЮБ II			13	17										+
2670	АХУ III, А.Хол. и Уст.			1621	1680										+
2671	АЮБ III			15	17										+
2672	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2673	А.Уст.I, Акт.Уст., Уст.			1514	1697										+
2674	АЮБ II			13	17										+
2675	А.черд.			1606	1718										+
2676	АХУ I, А.Хол. и Уст.			1500	1699										+
2677	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2678	АХУ I, А.Хол. и Уст.			1500	1699										+
2679	АМГ II			1635	1659										+
2680	Авв.Чел., Ав.Чел.			1663	1669										+
2681	АИ II			1598	1613										+
2682	А.Солов.м.			15	16										+
2683	АМГ I			1571	1634										+
2684	АМГ I			1571	1634										+
2685	АСВР II, АСЭИ II			14	16										+
2686	АИ IV			1645	1676										+
2687	АМГ I			1571	1634										+
2688	А.гражд.распр.I, А.гр.распр.Фед.-Чех., А.гр.распр.(Ф.-Ч.)			1432	1630										+
2689	АИ IV			1645	1676										+
2690	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2691	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2692	АИ I			1334	1598										+
2693	А.Моск., Смт.3			1610	1610										+
2694	А.Уст.I, Акт.Уст., Уст.			1514	1697										+
2695	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2696	АЮ, А.юр.			1425	1705										+
2697	А.тяг.I, Акты тяг., Дьяк.Акты тяг.			15	17										+
2698	АЮБ II			13	17										+
2699	АЮБ I			13	17										+
2700	АЮБ II			13	17										+
2701	АСВР II, АСЭИ II			14	16										+
2702	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2703	АМГ III			1660	1664										+
2704	АИ IV			1645	1676										+
2705	АХУ I, А.Хол. и Уст.			1500	1699										+
2706	АМГ I			1571	1634										+
2707	АИ V			1676	1700										+
2708	А.феод.землевл.I, АФЗХ			16	16										+
2709	АЮБ II			13	17										+
2710	Б., Бояр.кн.			1556	1556										+
2711	АЮБ II			13	17										+
2712	АМГ I			1571	1634										+
2713	АИ III			1613	1645										+
2714	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2715	Влад.сб., Гр.1506,  К.З.Двор., Ал.П., Меж.вып., Мур.П., Отп.Сузд., Пам.дух.грам., Пам.Скоп., Пам.Суз., Прих.-р.Сузд., Подр.зап., Росп.Покр., Росп.Сузд., Чел.1631, Чел.кр., Допр.			1431	1729										+
2716	АИ IV			1645	1676										+
2717	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2718	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2719	Гр.Крут.еп.			1662	1713										+
2720	АЮБ II			13	17										+
2721	Ворон.а.			1599	1705										+
2722	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2723	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2724	Гр.Башк.			17	8										+
2725	АЮБ III			15	17										+
2726	АЮБ III			15	17										+
2727	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2728	Гр.Крут.еп.			1662	1713										+
2729	Ворон.а.			1599	1705										+
2730	Ворон.а.			1599	1705										+
2731	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2732	Гр.Важ.			1451	1732										+
2733	Гр.Крут.еп.			1662	1713										+
2734	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2735	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2736	АЮБ I			13	17										+
2737	АХУ I, А.Хол. и Уст.			1500	1699										+
2738	АЮБ I			13	17										+
2739	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2740	АМГ I			1571	1634										+
2741	АЮБ II			13	17										+
2742	А.закл., Закл.			1602	1643										+
2743	АЮБ III			15	17										+
2744	Гр.Крут.еп.			1662	1713										+
2745	А.Уст.I, Акт.Уст., Уст.			1514	1697										+
2746	АМГ I			1571	1634										+
2747	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2748	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2749	АСВР I, АСЭИ I			14	16										+
2750	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2751	АИ III			1613	1645										+
2752	АИ I			1334	1598										+
2753	АИ IV			1645	1676										+
2754	АИ II			1598	1613										+
2755	АХУ III, А.Хол. и Уст.			1621	1680										+
2756	Арх.Стр.II			1598	1645										+
2757	А.гражд.распр.II, А.гр.распр.Фед.-Чех., А.гр.распр.(Ф.-Ч.)			1630	1699										+
2758	АЮБ II			13	17										+
2759	Гр.Крут.еп.			1662	1713										+
2760	Гр.Дв.I, Грам.Двин.у.(СГКЭ I)			1649	1649										+
2761	АМГ I			1571	1634										+
2762	Англ.д., Пам.дипл.снош.М.Г. с Англиею, II			18	8										+
2763	АХУ I, А.Хол. и Уст.			1500	1699										+
2764	Арх.Стр.II			1598	1645										+
2765	АМГ I			1571	1634										+
2766	А.Уст.I, Акт.Уст., Уст.			1514	1697										+
2767	АХУ II, Акт.X.У., А.Хол. и Уст.			1500	1706										+
2768	Гр.Важ.			1451	1732										+
2769	АЮБ II			13	17										+
2770	АЮБ II			13	17										+
2771	АХУ III, А.Хол. и Уст.			1621	1680										+
2772	АИ 12, ДАИ XII			1684	1699										+
2773	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2774	Баг.Бгр., Баг.Мат., Баг.М.			1600	1693					+					+
2775	АЮБ II			13	17										+
2776	АМГ I			1571	1634										+
2777	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2778	АИ I			1334	1598										+
2779	Арх.бум.Петра, II, Арх.бум.Птр.			17	17										+
2780	АЮБ I			13	17										+
2781	ААЭ I, ААЭ II, ААЭ III, ААЭ IV			1294	1700										+
2782	АЮБ III			15	17										+
2783	АЮБ III			15	17										+
